Gene,OMIM_en,OMIM_cn
PIKFYVE,"Corneal fleck dystrophy(OMIM:121850, AD)","角膜斑点营养不良(OMIM:121850, AD)"
CEBPE,"Specific granule deficiency(OMIM:245480, AR)","特定颗粒缺乏症(OMIM:245480, AR)"
HS2ST1,"Neurofacioskeletal syndrome with or without renal agenesis(OMIM:619194, AR)","伴有或不伴有肾发育不全的神经面部骨骼综合征(OMIM:619194, AR)"
YARS1,"Charcot-Marie-Tooth disease, dominant intermediate C(OMIM:608323, AD);Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 2(OMIM:619418, AR)","Charcot-Marie-Tooth 病，显性中间 C(OMIM:608323, AD);婴儿型多系统神经、内分泌和胰腺疾病 2(OMIM:619418, AR)"
TRAPPC12,"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity(OMIM:617669, AR)","脑病，进行性，早发，伴有脑萎缩和痉挛(OMIM:617669, AR)"
TEX14,"Spermatogenic failure 23(OMIM:617707, AR)","生精失败 23(OMIM:617707, AR)"
SPINT2,"Diarrhea 3, secretory sodium, congenital, syndromic(OMIM:270420, AR)","腹泻 3，分泌钠，先天性，综合征(OMIM:270420, AR)"
PPP1R15B,"Microcephaly, short stature, and impaired glucose metabolism 2(OMIM:616817, AR)","小头畸形、身材矮小和糖代谢受损 2(OMIM:616817, AR)"
F11,"Factor XI deficiency, autosomal recessive(OMIM:612416, nan);Factor XI deficiency, autosomal dominant(OMIM:612416, nan)","因子XI缺乏症，常染色体隐性遗传(OMIM:612416, nan);因子XI缺乏，常染色体显性遗传(OMIM:612416, nan)"
AP5Z1,"Spastic paraplegia 48, autosomal recessive(OMIM:613647, AR)","痉挛性截瘫 48，常染色体隐性遗传(OMIM:613647, AR)"
ZNF462,"Weiss-Kruszka syndrome(OMIM:618619, AD)","Weiss-Kruszka 综合征(OMIM:618619, AD)"
SLC51B,"?Bile acid malabsorption, primary, 2(OMIM:619481, AR)","?胆汁酸吸收不良，原发性，2(OMIM:619481, AR)"
HYT2,"{Hypertension, essential, susceptibility to, 2}(OMIM:145500, Mu)","{高血压，基本，易感性，2}(OMIM:145500, Mu)"
MAB21L2,"Microphthalmia/coloboma and skeletal dysplasia syndrome(OMIM:615877, AD, AR)","小眼/缺损和骨骼发育不良综合征(OMIM:615877, AD, AR)"
MASP1,"3MC syndrome 1(OMIM:257920, AR)","3MC 综合征 1(OMIM:257920, AR)"
KYNU,"?Hydroxykynureninuria(OMIM:236800, AR);Vertebral, cardiac, renal, and limb defects syndrome 2(OMIM:617661, AR)","?羟基犬尿尿症(OMIM:236800, AR);脊椎、心脏、肾脏和肢体缺陷综合征 2(OMIM:617661, AR)"
SGCD,"Muscular dystrophy, limb-girdle, autosomal recessive 6(OMIM:601287, AR);Cardiomyopathy, dilated, 1L(OMIM:606685, nan)","肌营养不良，肢带型，常染色体隐性遗传 6(OMIM:601287, AR);心肌病，扩张型，1L(OMIM:606685, nan)"
TNXB,"Ehlers-Danlos syndrome, classic-like, 1(OMIM:606408, AR);Vesicoureteral reflux 8(OMIM:615963, AD)","Ehlers-Danlos 综合征，经典样，1(OMIM:606408, AR);膀胱输尿管反流 8(OMIM:615963, AD)"
TSPEAR,"?Deafness, autosomal recessive 98(OMIM:614861, AR);Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis(OMIM:618180, AR)","?耳聋，常染色体隐性遗传 98(OMIM:614861, AR);外胚层发育不良 14，毛/齿型伴或不伴少汗(OMIM:618180, AR)"
TBX15,"Cousin syndrome(OMIM:260660, AR)","表亲综合征(OMIM:260660, AR)"
CFHR3,"{Hemolytic uremic syndrome, atypical, susceptibility to}(OMIM:235400, AD, AR);{Macular degeneration, age-related, reduced risk of}(OMIM:603075, AD)","{溶血性尿毒症综合征，非典型，易感}(OMIM:235400, AD, AR);{黄斑变性，年龄相关，风险降低}(OMIM:603075, AD)"
TTC21B,"Short-rib thoracic dysplasia 4 with or without polydactyly(OMIM:613819, AR);Nephronophthisis 12(OMIM:613820, AD, AR)","胸廓发育不良 4 伴或不伴多指畸形(OMIM:613819, AR);肾痨 12(OMIM:613820, AD, AR)"
PNLDC1,"Spermatogenic failure 57(OMIM:619528, AR)","生精失败 57(OMIM:619528, AR)"
SLC33A1,"Spastic paraplegia 42, autosomal dominant(OMIM:612539, AD);Congenital cataracts, hearing loss, and neurodegeneration(OMIM:614482, AR)","痉挛性截瘫 42，常染色体显性遗传(OMIM:612539, AD);先天性白内障、听力损失和神经退行性疾病(OMIM:614482, AR)"
DNAH8,"Spermatogenic failure 46(OMIM:619095, AR)","生精失败 46(OMIM:619095, AR)"
DLST,"Paragangliomas 7(OMIM:618475, AD)","副神经节瘤 7(OMIM:618475, AD)"
TIMM50,"3-methylglutaconic aciduria, type IX(OMIM:617698, AR)","3-甲基戊二酸尿症，IX型(OMIM:617698, AR)"
MYD88,"Macroglobulinemia, Waldenstrom, somatic(OMIM:153600, nan);Immunodeficiency 68(OMIM:612260, AR)","巨球蛋白血症，Waldenstrom，体细胞(OMIM:153600, nan);免疫缺陷 68(OMIM:612260, AR)"
GFAP,"Alexander disease(OMIM:203450, AD)","亚历山大病(OMIM:203450, AD)"
MAOA,"{Antisocial behavior}(OMIM:300615, XLR);Brunner syndrome(OMIM:300615, XLR)","{反社会行为}(OMIM:300615, XLR);布鲁纳综合征(OMIM:300615, XLR)"
ELMO2,"Vascular malformation, primary intraosseous(OMIM:606893, AR)","血管畸形，原发性骨内(OMIM:606893, AR)"
KIDINS220,"Spastic paraplegia, intellectual disability, nystagmus, and obesity(OMIM:617296, AD);Ventriculomegaly and arthrogryposis(OMIM:619501, AR)","痉挛性截瘫、智力障碍、眼球震颤和肥胖(OMIM:617296, AD);脑室扩大和关节弯曲(OMIM:619501, AR)"
CASQ2,"Ventricular tachycardia, catecholaminergic polymorphic, 2(OMIM:611938, AR)","室性心动过速，儿茶酚胺能多形性，2(OMIM:611938, AR)"
GANAB,"Polycystic kidney disease 3(OMIM:600666, AD)","多囊肾病 3(OMIM:600666, AD)"
RSPO4,"Anonychia congenita(OMIM:206800, AR)","先天性无甲症(OMIM:206800, AR)"
AGPS,"Rhizomelic chondrodysplasia punctata, type 3(OMIM:600121, AR)","根茎点状软骨发育不良，3型(OMIM:600121, AR)"
FREM2,"Cryptophthalmos, unilateral or bilateral, isolated(OMIM:123570, AR);Fraser syndrome 2(OMIM:617666, AR)","隐眼，单侧或双侧，孤立(OMIM:123570, AR);弗雷泽综合征 2(OMIM:617666, AR)"
ZP1,"Oocyte maturation defect 1(OMIM:615774, AR)","卵母细胞成熟缺陷1(OMIM:615774, AR)"
GPR88,"?Chorea, childhood-onset, with psychomotor retardation(OMIM:616939, AR)","? 舞蹈症，儿童期发病，伴有精神运动迟缓(OMIM:616939, AR)"
GDF11,"?Vertebral hypersegmentation and orofacial anomalies(OMIM:619122, AD)","?椎体过度分割和口面部异常(OMIM:619122, AD)"
HSD3B7,"Bile acid synthesis defect, congenital, 1(OMIM:607765, AR)","胆汁酸合成缺陷，先天性，1(OMIM:607765, AR)"
RDH12,"Leber congenital amaurosis 13(OMIM:612712, AD, AR)","莱伯先天性黑蒙 13(OMIM:612712, AD, AR)"
TNNT2,"Cardiomyopathy, hypertrophic, 2(OMIM:115195, AD);Left ventricular noncompaction 6(OMIM:601494, AD);Cardiomyopathy, dilated, 1D(OMIM:601494, AD);Cardiomyopathy, familial restrictive, 3(OMIM:612422, AD)","心肌病，肥厚，2(OMIM:115195, AD);左心室致密化不全 6(OMIM:601494, AD);心肌病，扩张型，一维(OMIM:601494, AD);心肌病，家族限制性，3(OMIM:612422, AD)"
ACO2,"Infantile cerebellar-retinal degeneration(OMIM:614559, AR);?Optic atrophy 9(OMIM:616289, AR)","婴儿小脑-视网膜变性(OMIM:614559, AR);?视神经萎缩9(OMIM:616289, AR)"
SKIV2L,"Trichohepatoenteric syndrome 2(OMIM:614602, AR)","毛肝肠综合征 2(OMIM:614602, AR)"
SERPINB8,"Peeling skin syndrome 5(OMIM:617115, AR)","脱皮综合征 5(OMIM:617115, AR)"
SLC41A1,"?Nephronophthisis-like nephropathy 2(OMIM:619468, AR)","?肾痨样肾病2(OMIM:619468, AR)"
EFEMP2,"Cutis laxa, autosomal recessive, type IB(OMIM:614437, AR)","皮肤松弛，常染色体隐性遗传，IB型(OMIM:614437, AR)"
DCPS,"Al-Raqad syndrome(OMIM:616459, AR)","拉卡德综合征(OMIM:616459, AR)"
ANG,"Amyotrophic lateral sclerosis 9(OMIM:611895, nan)","肌萎缩侧索硬化症 9(OMIM:611895, nan)"
TFR2,"Hemochromatosis, type 3(OMIM:604250, AR)","血色病，3型(OMIM:604250, AR)"
GPD2,"{Type 2 diabetes mellitus, susceptibility to}(OMIM:125853, AD)","{2 型糖尿病，易感性}(OMIM:125853, AD)"
IFT122,"Cranioectodermal dysplasia 1(OMIM:218330, AR)","颅外胚层发育不良1(OMIM:218330, AR)"
SGMS2,"Calvarial doughnut lesions with bone fragility with or without spondylometaphyseal dysplasia(OMIM:126550, AD)","颅骨甜甜圈病变伴骨脆性伴或不伴脊柱干骺端发育不良(OMIM:126550, AD)"
AP4M1,"Spastic paraplegia 50, autosomal recessive(OMIM:612936, AR)","痉挛性截瘫 50，常染色体隐性遗传(OMIM:612936, AR)"
SLC39A14,"?Hyperostosis cranalis interna(OMIM:144755, AD);Hypermanganesemia with dystonia 2(OMIM:617013, AR)","?颅内骨肥厚(OMIM:144755, AD);高锰血症伴肌张力障碍 2(OMIM:617013, AR)"
GBE1,"Glycogen storage disease IV(OMIM:232500, AR);Polyglucosan body disease, adult form(OMIM:263570, AR)","糖原贮积病 IV(OMIM:232500, AR);多糖体病，成人型(OMIM:263570, AR)"
PTPRQ,"Deafness, autosomal recessive 84A(OMIM:613391, AR);Deafness, autosomal dominant 73(OMIM:617663, AD)","耳聋，常染色体隐性遗传 84A(OMIM:613391, AR);耳聋，常染色体显性遗传 73(OMIM:617663, AD)"
ASXL3,"Bainbridge-Ropers syndrome(OMIM:615485, AD)","班布里奇-罗珀斯综合征(OMIM:615485, AD)"
AVPR2,"Nephrogenic syndrome of inappropriate antidiuresis(OMIM:300539, XLR);Diabetes insipidus, nephrogenic, 1(OMIM:304800, XLR)","抗利尿剂不当引起的肾源性综合征(OMIM:300539, XLR);尿崩症，肾源性，1(OMIM:304800, XLR)"
CLCNKB,"Bartter syndrome, type 3(OMIM:607364, AR);Bartter syndrome, type 4b, digenic(OMIM:613090, DR)","Bartter 综合征，3 型(OMIM:607364, AR);Bartter 综合征，4b 型，双基因(OMIM:613090, DR)"
MAFB,"Multicentric carpotarsal osteolysis syndrome(OMIM:166300, AD);Duane retraction syndrome 3(OMIM:617041, AD)","多中心腕跖骨溶解综合征(OMIM:166300, AD);Duane 回缩综合征 3(OMIM:617041, AD)"
TUBB1,"Macrothrombocytopenia, isolated, 1, autosomal dominant(OMIM:613112, AD)","巨血小板减少症，孤立的，1，常染色体显性遗传(OMIM:613112, AD)"
PDE2A,"Intellectual developmental disorder with paroxysmal dyskinesia or seizures(OMIM:619150, AR)","伴有阵发性运动障碍或癫痫发作的智力发育障碍(OMIM:619150, AR)"
ZC4H2,"Wieacker-Wolff syndrome, female-restricted(OMIM:301041, XLD);Wieacker-Wolff syndrome(OMIM:314580, XLR)","Wieacker-Wolff 综合征，女性受限(OMIM:301041, XLD);威克-沃尔夫综合征(OMIM:314580, XLR)"
TMEM240,"Spinocerebellar ataxia 21(OMIM:607454, AD)","脊髓小脑性共济失调 21(OMIM:607454, AD)"
PUS7,"Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature(OMIM:618342, AR)","智力发育障碍伴异常行为、小头畸形和身材矮小(OMIM:618342, AR)"
HEPACAM,"Megalencephalic leukoencephalopathy with subcortical cysts 2A(OMIM:613925, AR);Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation(OMIM:613926, AD)","伴有皮质下囊肿的巨脑白质脑病 2A(OMIM:613925, AR);伴有皮层下囊肿的巨脑白质脑病 2B，缓解，伴有或不伴有智力低下(OMIM:613926, AD)"
RAD54B,"Colon cancer, somatic(OMIM:114500, nan);Lymphoma, non-Hodgkin, somatic(OMIM:605027, nan)","结肠癌，体细胞(OMIM:114500, nan);淋巴瘤，非霍奇金，体细胞(OMIM:605027, nan)"
CTSF,"Ceroid lipofuscinosis, neuronal, 13 (Kufs type)(OMIM:615362, AR)","蜡样脂褐质沉积症，神经元，13（Kufs 型）(OMIM:615362, AR)"
DISC2,"Schizophrenia(OMIM:181500, AD)","精神分裂症(OMIM:181500, AD)"
INSR,"Leprechaunism(OMIM:246200, AR);Rabson-Mendenhall syndrome(OMIM:262190, AR);Hyperinsulinemic hypoglycemia, familial, 5(OMIM:609968, AD);Diabetes mellitus, insulin-resistant, with acanthosis nigricans(OMIM:610549, nan)","妖精主义(OMIM:246200, AR);拉布森-门登霍尔综合征(OMIM:262190, AR);高胰岛素性低血糖症，家族性，5(OMIM:609968, AD);糖尿病、胰岛素抵抗、黑棘皮病(OMIM:610549, nan)"
NLGN4,"{Autism susceptibility, X-linked 2}(OMIM:300495, IC, Mu, XL);Intellectual developmental disorder, X-linked(OMIM:300495, IC, Mu, XL);{Asperger syndrome susceptibility, X-linked 2}(OMIM:300497, XL)","{自闭症易感性，X 连锁 2}(OMIM:300495, IC, Mu, XL);智力发育障碍，X连锁(OMIM:300495, IC, Mu, XL);{阿斯伯格综合症易感性，X 连锁 2}(OMIM:300497, XL)"
UBA1,"VEXAS syndrome, somatic(OMIM:301054, nan);Spinal muscular atrophy, X-linked 2, infantile(OMIM:301830, XLR)","VEXAS 综合征，躯体(OMIM:301054, nan);脊髓性肌萎缩，X连锁2，婴儿(OMIM:301830, XLR)"
PDHX,"Lacticacidemia due to PDX1 deficiency(OMIM:245349, AR)","PDX1缺乏引起的乳酸血症(OMIM:245349, AR)"
RAD51D,"{Breast-ovarian cancer, familial, susceptibility to, 4}(OMIM:614291, nan)","{乳腺癌，家族性，易感性，4}(OMIM:614291, nan)"
QARS1,"Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy(OMIM:615760, AR)","小头畸形、进行性、癫痫发作以及大脑和小脑萎缩(OMIM:615760, AR)"
CAST,"Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads(OMIM:616295, AR)","白甲病、肢端点状角化病、唇炎和指关节脱皮(OMIM:616295, AR)"
RALGAPA1,"Neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation(OMIM:618797, AR)","伴有张力减退、新生儿呼吸功能不全和体温异常的神经发育障碍(OMIM:618797, AR)"
ARID1B,"Coffin-Siris syndrome 1(OMIM:135900, AD)","棺材-天狼星综合征 1(OMIM:135900, AD)"
MYL9,"?Megacystis-microcolon-intestinal hypoperistalsis syndrome 4(OMIM:619365, AR)","?巨囊-小结肠-肠蠕动不足综合征4(OMIM:619365, AR)"
RBM10,"TARP syndrome(OMIM:311900, XLR)","TARP 综合征(OMIM:311900, XLR)"
KBTBD13,"Nemaline myopathy 6, autosomal dominant(OMIM:609273, AD)","线型肌病 6，常染色体显性遗传(OMIM:609273, AD)"
ALS2,"Amyotrophic lateral sclerosis 2, juvenile(OMIM:205100, AR);Primary lateral sclerosis, juvenile(OMIM:606353, AR);Spastic paralysis, infantile onset ascending(OMIM:607225, AR)","肌萎缩侧索硬化症 2，青少年(OMIM:205100, AR);原发性侧索硬化症，青少年(OMIM:606353, AR);痉挛性麻痹，婴儿起病上升(OMIM:607225, AR)"
KCNA2,"Developmental and epileptic encephalopathy 32(OMIM:616366, AD)","发育性和癫痫性脑病 32(OMIM:616366, AD)"
MYO9B,"{Celiac disease, susceptibility to, 4}(OMIM:609753, nan)","{乳糜泻，易感性，4}(OMIM:609753, nan)"
CYP3A5,"{Hypertension, salt-sensitive essential, susceptibility to}(OMIM:145500, Mu)","{高血压、盐敏感必备、易感性}(OMIM:145500, Mu)"
GATA2,"{Leukemia, acute myeloid, susceptibility to}(OMIM:601626, AD, SMu);Emberger syndrome(OMIM:614038, AD);Immunodeficiency 21(OMIM:614172, AD);{Myelodysplastic syndrome, susceptibility to}(OMIM:614286, nan)","{白血病，急性髓系，易感性}(OMIM:601626, AD, SMu);恩伯格综合征(OMIM:614038, AD);免疫缺陷 21(OMIM:614172, AD);{骨髓增生异常综合征，易感性}(OMIM:614286, nan)"
CPSF3,"Neurodevelopmental disorder with microcephaly, hypotonia, and seizures(OMIM:619876, AR)","伴有小头畸形、肌张力减退和癫痫发作的神经发育障碍(OMIM:619876, AR)"
GLUL,"Glutamine deficiency, congenital(OMIM:610015, AR)","谷氨酰胺缺乏症，先天性(OMIM:610015, AR)"
AKR1C4,"{46XY sex reversal 8, modifier of}(OMIM:614279, AR)","{46XY 性反转 8, 修饰符}(OMIM:614279, AR)"
MIR140,"Spondyloepiphyseal dysplasia, Nishimura type(OMIM:618618, AD)","脊椎骨骺发育不良，西村型(OMIM:618618, AD)"
PUS3,"Neurodevelopmental disorder with microcephaly and gray sclerae(OMIM:617051, AR)","伴有小头畸形和灰色巩膜的神经发育障碍(OMIM:617051, AR)"
HOXD10,"Charcot-Marie-Tooth disease, foot deformity of(OMIM:192950, AD);Vertical talus, congenital(OMIM:192950, AD)","Charcot-Marie-Tooth 病，足部畸形(OMIM:192950, AD);垂直距骨，先天性(OMIM:192950, AD)"
MSRB3,"Deafness, autosomal recessive 74(OMIM:613718, AR)","耳聋，常染色体隐性遗传 74(OMIM:613718, AR)"
CALM2,"Long QT syndrome 15(OMIM:616249, AD)","长 QT 综合征 15(OMIM:616249, AD)"
LZTFL1,"Bardet-Biedl syndrome 17(OMIM:615994, AR)","Bardet-Biedl 综合征 17(OMIM:615994, AR)"
CLDN16,"Hypomagnesemia 3, renal(OMIM:248250, AR)","低镁血症 3，肾(OMIM:248250, AR)"
DISC1,"{Schizophrenia 9, susceptibility to}(OMIM:604906, nan)","{精神分裂症 9，易感性}(OMIM:604906, nan)"
PRPF3,"Retinitis pigmentosa 18(OMIM:601414, AD)","色素性视网膜炎 18(OMIM:601414, AD)"
NKAP,"Intellectual developmental disorder, X-linked, syndromic, Hackman-Di Donato type(OMIM:301039, XLR)","智力发育障碍，X 连锁，综合征，Hackman-Di Donato 型(OMIM:301039, XLR)"
CYP26B1,"Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies(OMIM:614416, nan)","颅缝早闭伴放射肱骨融合和其他骨骼和颅面异常(OMIM:614416, nan)"
POLR1D,"Treacher Collins syndrome 2(OMIM:613717, AD, AR)","特雷彻柯林斯综合征 2(OMIM:613717, AD, AR)"
CLPX,"?Protoporphyria, erythropoietic, 2(OMIM:618015, AD)","?原卟啉症，红细胞生成，2(OMIM:618015, AD)"
NARS1,"Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive(OMIM:619091, AR);Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant(OMIM:619092, AD)","神经发育障碍伴小头畸形、语言障碍和步态异常，常染色体隐性遗传(OMIM:619091, AR);神经发育障碍伴小头畸形、语言障碍、癫痫和步态异常，常染色体显性遗传(OMIM:619092, AD)"
ERMAP,"[Blood group, Radin](OMIM:111620, nan);[Blood group, Scianna system](OMIM:111750, nan)","[血族，雷丁](OMIM:111620, nan);【血族，席安娜系统】(OMIM:111750, nan)"
ADHD2,"{Attention deficit-hyperactivity disorder}(OMIM:143465, AD)","{注意缺陷多动障碍}(OMIM:143465, AD)"
RNU4ATAC,"Microcephalic osteodysplastic primordial dwarfism, type I(OMIM:210710, AR);Lowry-Wood syndrome(OMIM:226960, AR);Roifman syndrome(OMIM:616651, AR)","小头骨发育不良性原始侏儒症，I型(OMIM:210710, AR);劳瑞-伍德综合征(OMIM:226960, AR);罗夫曼综合征(OMIM:616651, AR)"
ASL,"Argininosuccinic aciduria(OMIM:207900, AR)","精氨琥珀酸尿症(OMIM:207900, AR)"
LAGE3,"Galloway-Mowat syndrome 2, X-linked(OMIM:301006, XLR)","Galloway-Mowat 综合征 2，X 连锁(OMIM:301006, XLR)"
F8,"Thrombophilia 13, X-linked, due to factor VIII defect(OMIM:301071, nan);Hemophilia A(OMIM:306700, XLR)","血栓形成倾向 13，X 连锁，由于 VIII 因子缺陷(OMIM:301071, nan);血友病甲(OMIM:306700, XLR)"
TERB2,"?Spermatogenic failure 59(OMIM:619645, AR)","?生精失败 59(OMIM:619645, AR)"
UNC13D,"Hemophagocytic lymphohistiocytosis, familial, 3(OMIM:608898, AR)","噬血细胞性淋巴组织细胞增多症，家族性，3(OMIM:608898, AR)"
KIRREL1,"Nephrotic syndrome, type 23(OMIM:619201, AR)","肾病综合征，23 型(OMIM:619201, AR)"
HPS6,"Hermansky-Pudlak syndrome 6(OMIM:614075, AR)","Hermansky-Pudlak 综合征 6(OMIM:614075, AR)"
DYNC1I2,"Neurodevelopmental disorder with microcephaly and structural brain anomalies(OMIM:618492, AR)","伴有小头畸形和脑结构异常的神经发育障碍(OMIM:618492, AR)"
DAB1,"Spinocerebellar ataxia 37(OMIM:615945, AD)","脊髓小脑共济失调 37(OMIM:615945, AD)"
ZMYND15,"?Spermatogenic failure 14(OMIM:615842, AR)","?生精失败 14(OMIM:615842, AR)"
RNF216,"Cerebellar ataxia and hypogonadotropic hypogonadism(OMIM:212840, AR)","小脑共济失调和低促性腺激素性腺机能减退(OMIM:212840, AR)"
NHP2,"Dyskeratosis congenita, autosomal recessive 2(OMIM:613987, AR)","先天性角化不良，常染色体隐性遗传2(OMIM:613987, AR)"
TPP1,"Ceroid lipofuscinosis, neuronal, 2(OMIM:204500, AR);Spinocerebellar ataxia, autosomal recessive 7(OMIM:609270, AR)","蜡样脂褐质沉着症，神经元，2(OMIM:204500, AR);脊髓小脑性共济失调，常染色体隐性遗传 7(OMIM:609270, AR)"
DA4,"Arthrogryposis, distal, type 4(OMIM:609128, AD)","4 型远端关节弯曲(OMIM:609128, AD)"
ADHD4,"{Attention deficit-hyperactivity disorder}(OMIM:143465, AD)","{注意缺陷多动障碍}(OMIM:143465, AD)"
