"id","Phenotype"
"124404","Spermatogenic failure 10(614822)"
"124454","Combined oxidative phosphorylation deficiency 12(614924)"
"124512","Mental retardation, autosomal recessive 44(615942)"
"124583","Desbuquois dysplasia 1(251450)|Epiphyseal dysplasia, multiple, 7(617719)"
"124590","Usher syndrome, type ig(606943)"
"124842","Deafness, autosomal recessive 99(618481)"
"124976","Deafness, autosomal recessive 115(618457)"
"124997","Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2(610185)|Hydrocephalus, congenital, 3, with brain anomalies(617967)"
"125","Alcohol dependence(103780)"
"125170","Combined oxidative phosphorylation deficiency 49(619024)"
"125336","Deafness, autosomal recessive 77(613079)"
"1258","Retinitis pigmentosa 45(613767)"
"1259","Retinitis pigmentosa(268000)|Retinitis pigmentosa 49(613756)"
"125988","Combined oxidative phosphorylation deficiency 37(618329)"
"126","Alcohol dependence(103780)|Onset(168600)"
"1261","Achromatopsia 2(216900)"
"126129","Spastic paraplegia 73, autosomal dominant(616282)"
"126326","Deafness, autosomal recessive 15(601869)"
"126328","Mitochondrial complex i deficiency, nuclear type 14(618236)"
"126410","Ichthyosis, congenital, autosomal recessive 5(604777)"
"126695","Ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type(617337)"
"1267","Leukodystrophy, hypomyelinating, 20(619071)"
"126792","Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures(271640)|Gazali syndrome(609465)|Danlos syndrome, spondylodysplastic type, 2(615349)"
"1272","North(612540)"
"127534","Erythrokeratodermia variabilis et progressiva 2(617524)"
"1277","Caffey disease(114000)|Danlos syndrome, arthrochalasia type, 1(130060)|Osteogenesis imperfecta, type i(166200)|Osteogenesis imperfecta, type ii(166210)|Osteogenesis imperfecta, type iv(166220)|Osteoporosis(166710)|Osteogenesis imperfecta, type iii(259420)|Danlos syndrome 1(619115)"
"1278","Osteogenesis imperfecta, type ii(166210)|Osteogenesis imperfecta, type iv(166220)|Osteoporosis(166710)|Danlos syndrome, cardiac valvular type(225320)|Osteogenesis imperfecta, type iii(259420)|Danlos syndrome, arthrochalasia type, 2(617821)|Danlos syndrome 2(619120)"
"127833","Myasthenic syndrome, congenital, 7a, presynaptic, and distal motor neuropathy, autosomal dominant(616040)|Myasthenic syndrome, congenital, 7b, presynaptic, autosomal recessive(619461)"
"128","Amed syndrome, digenic(619151)"
"1280","Stickler syndrome, type i(108300)|Epiphyseal dysplasia, multiple, with myopia and conductive deafness(132450)|Perthes disease(150600)|Platyspondylic lethal skeletal dysplasia, torrance type(151210)|Kniest dysplasia(156550)|Spondyloepiphyseal dysplasia congenita(183900)|Spondyloepimetaphyseal dysplasia, strudwick type(184250)|Spondylometaphyseal dysplasia, corner fracture type(184255)|Achondrogenesis, type ii(200610)|Spondyloperipheral dysplasia(271700)|Osteoarthritis with mild chondrodysplasia(604864)|Avascular necrosis of femoral head, primary, 1(608805)|Czech dysplasia(609162)|Stickler syndrome, type i, nonsyndromic ocular(609508)|Spondyloepiphyseal dysplasia, stanescu type(616583)|Vitreoretinopathy with phalangeal epiphyseal dysplasia(619248)"
"1281","Danlos syndrome, vascular type(130050)|Danlos syndrome(618343)"
"128178","Ectodermal dysplasia 10a, hypohidrotic/hair/nail type, autosomal dominant(129490)|Ectodermal dysplasia 10b, hypohidrotic/hair/tooth type, autosomal recessive(224900)|Ectodermal dysplasia 11a, hypohidrotic/hair/tooth type, autosomal dominant(614940)|Ectodermal dysplasia 11b, hypohidrotic/hair/tooth type, autosomal recessive(614941)"
"1282","Brain small vessel disease 1 with or without ocular anomalies(175780)|Retinal arteries, tortuosity of(180000)|Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps(611773)|Hemorrhage, intracerebral, susceptibility to(614519)|Microangiopathy and leukoencephalopathy, pontine, autosomal dominant(618564)"
"128240","Onset, with brain edema and/or leukoencephalopathy, 1(617186)"
"128338","Rod dystrophy 21(616502)"
"1284","Brain small vessel disease 2(614483)|Hemorrhage, intracerebral, susceptibility to(614519)"
"128486","Siddiqi syndrome(618635)"
"1285","Alport syndrome 3, autosomal dominant(104200)|Hematuria, benign familial(141200)|Alport syndrome 2, autosomal recessive(203780)"
"1286","Hematuria, benign familial(141200)|Alport syndrome 2, autosomal recessive(203780)"
"128637","Warburg micro syndrome 4(615663)"
"128674","Hypogonadotropic hypogonadism 3 with or without anosmia(244200)"
"1287","Linked(301050)"
"1288","Linked 6(300914)"
"128866","Cataract 31, multiple types(605387)"
"128869","Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis(618590)"
"1289","Danlos syndrome, classic type, 1(130000)|Fibromuscular dysplasia, multifocal(619329)"
"128989","Metabolic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration(616878)"
"1290","Danlos syndrome, classic type, 2(130010)"
"1291","Bethlem myopathy 1(158810)|Ullrich congenital muscular dystrophy 1(254090)"
"1292","Bethlem myopathy 1(158810)|Ullrich congenital muscular dystrophy 1(254090)|Myosclerosis, autosomal recessive(255600)"
"129285","Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities(619383)"
"1293","Bethlem myopathy 1(158810)|Ullrich congenital muscular dystrophy 1(254090)|Dystonia 27(616411)"
"1294","Transient bullous dermolysis of the newborn(131705)|Epidermolysis bullosa dystrophica, autosomal dominant(131750)|Epidermolysis bullosa dystrophica, pretibial(131850)|Epidermolysis bullosa with congenital localized absence of skin and deformity of nails(132000)|Epidermolysis bullosa dystrophica, autosomal recessive(226600)|Epidermolysis bullosa pruriginosa(604129)|Nail disorder, nonsyndromic congenital, 8(607523)"
"129563","Perlman syndrome(267000)"
"1296","Corneal dystrophy, fuchs endothelial, 1(136800)|Corneal dystrophy, posterior polymorphous, 2(609140)"
"1297","Stickler syndrome, type iv(614134)|Epiphyseal dysplasia, multiple, 6(614135)"
"1298","Epiphyseal dysplasia, multiple, 2(600204)|Stickler syndrome, type v(614284)"
"129880","Biedl syndrome 5(615983)"
"1299","Epiphyseal dysplasia, multiple, 3(600969)|Intervertebral disc disease(603932)"
"1300","Metaphyseal chondrodysplasia, schmid type(156500)"
"1301","Marshall syndrome(154780)|Fibrochondrogenesis 1(228520)|Intervertebral disc disease(603932)|Stickler syndrome, type ii(604841)|Deafness, autosomal dominant 37(618533)"
"1302","Otospondylomegaepiphyseal dysplasia, autosomal dominant(184840)|Otospondylomegaepiphyseal dysplasia, autosomal recessive(215150)|Deafness, autosomal dominant 13(601868)|Deafness, autosomal recessive 53(609706)|Fibrochondrogenesis 2(614524)"
"1303","Ullrich congenital muscular dystrophy 2(616470)|Bethlem myopathy 2(616471)"
"130340","Psoriasis 15, pustular, susceptibility to(616106)"
"1305","Myasthenic syndrome, congenital, 19(616720)"
"130557","Retinitis pigmentosa 58(613617)"
"130589","Galactosemia iv(618881)"
"1308","Epithelial recurrent erosion dystrophy(122400)|Herlitz type(226650)"
"130951","Spermatogenic failure 48(619108)"
"1311","Epiphyseal dysplasia, multiple, 1(132400)|Pseudoachondroplasia(177170)|Carpal tunnel syndrome 2(619161)"
"131118","Methylglutaconic aciduria, type v(610198)"
"1312","Panic disorder 1(167870)|Schizophrenia(181500)"
"131377","Nemaline myopathy 8(615348)"
"1314","Autoimmune interstitial lung, joint, and kidney disease(616414)"
"131405","Hydrocephalus, congenital communicating, 1(618667)"
"1315","Macken syndrome(619255)"
"1316","Prostate cancer(176807)|Gastric cancer(613659)"
"131669","Urocanase deficiency(276880)"
"132","Hypermethioninemia due to adenosine kinase deficiency(614300)"
"132158","Glyceric aciduria(220120)"
"1326","Lung cancer(211980)"
"1327","Mitochondrial complex iv deficiency, nuclear type 16(619060)"
"132884","Weyers acrofacial dysostosis(193530)|Van creveld syndrome(225500)"
"133396","Amyloidosis, primary localized cutaneous, 2(613955)"
"133686","Coa reductase deficiency(616034)"
"1337","Tooth disease, recessive intermediate d(616039)"
"1339","Mitochondrial complex iv deficiency, nuclear type 18(619062)"
"1340","Mitochondrial complex iv deficiency, nuclear type 7(619051)"
"134218","Diamond syndrome 1(260400)|Bone marrow failure syndrome 3(617052)"
"134353","Goutieres syndrome 8(619486)"
"134430","Glaucoma 1, open angle, g(609887)"
"134701","Spondylocostal dysostosis 6, autosomal recessive(616566)"
"1349","Linear skin defects with multiple congenital anomalies 2(300887)|Linear skin defects with multiple congenital anomalies 1(309801)"
"1351","Mitochondrial complex iv deficiency, nuclear type 15(619059)"
"1352","Mitochondrial complex iv deficiency, nuclear type 3(619046)"
"1355","Mitochondrial complex iv deficiency, nuclear type 6(615119)"
"1356","Aceruloplasminemia(604290)"
"135935","Premature ovarian failure 5(611548)"
"1363","Bdv syndrome(619326)"
"136371","Glaucoma 1, open angle, f(603383)"
"136647","Trichothiodystrophy 4, nonphotosensitive(234050)"
"1369","Carboxypeptidase n deficiency(212070)"
"1371","Coproporphyria, hereditary(121300)|Harderoporphyria(618892)"
"1373","Carbamoyl phosphate synthetase i deficiency, hyperammonemia due to(237300)|Pulmonary hypertension, neonatal, susceptibility to(615371)"
"137392","Polydactyly, postaxial, type a9(618219)"
"1374","Carnitine palmitoyltransferase i deficiency(255120)"
"137492","Spastic paraplegia 53, autosomal recessive(614898)"
"1376","Induced(255110)|Carnitine palmitoyltransferase ii deficiency, infantile(600649)|Carnitine palmitoyltransferase ii deficiency, lethal neonatal(608836)|Induced, susceptibility to, 4(614212)"
"137682","Mitochondrial complex i deficiency, nuclear type 17(618239)|Fanconi renotubular syndrome 5(618913)"
"1378","Knops blood group system(607486)|Malaria, susceptibility to(611162)"
"137814","Conotruncal heart malformations(217095)"
"1380","Immunodeficiency, common variable, 2(240500)|Systemic lupus erythematosus, susceptibility to, 9(610927)|Immunodeficiency, common variable, 7(614699)"
"138050","Mucopolysaccharidosis, type iiic(252930)|Retinitis pigmentosa 73(616544)"
"1384","Neurodegeneration with brain iron accumulation 8(617917)"
"1385","Histiocytoma, angiomatoid fibrous(612160)"
"1387","Taybi syndrome 1(180849)|Hennekam syndrome 1(618332)"
"139212","Linked(300991)"
"139285","Osteopathia striata with cranial sclerosis(300373)"
"139411","Linked 4(300830)"
"140032","Linked, 2(415000)"
"1406","Rod dystrophy 2(120970)|Retinitis pigmentosa(268000)|Leber congenital amaurosis 7(613829)"
"140628","Congenital heart defects, multiple types, 5(617912)"
"1407","Delayed sleep phase disorder, susceptibility to(614163)"
"140732","Spermatogenic failure 16(617187)"
"140803","Hypomagnesemia 1, intestinal(602014)"
"1409","Cataract 9, multiple types(604219)"
"1410","Myopathy, myofibrillar, 2(608810)|Cataract 16, multiple types(613763)|Related(613869)|Cardiomyopathy, dilated, 1ii(615184)"
"1411","Cataract 10, multiple types(600881)"
"1412","Cataract 42(115900)"
"1413","Cataract 23, multiple types(610425)"
"1414","Cataract 17, multiple types(611544)"
"1415","Cataract 3, multiple types(601547)"
"1417","Cataract 22, multiple types(609741)"
"1419","Cataract 39, multiple types(615188)"
"1420","Cataract 2, multiple types(604307)"
"1421","Cataract 4, multiple types(115700)"
"142680","Hypophosphatemic rickets with hypercalciuria, hereditary(241530)"
"1427","Cataract 20, multiple types(116100)"
"1428","Deafness, autosomal dominant 40(616357)"
"1436","Leukoencephalopathy, hereditary diffuse, with spheroids(221820)|Brain abnormalities, neurodegeneration, and dysosteosclerosis(618476)"
"1438","Surfactant metabolism dysfunction, pulmonary, 4(300770)"
"1439","Surfactant metabolism dysfunction, pulmonary, 5(614370)"
"1441","Neutropenia, severe congenital, 7, autosomal recessive(617014)"
"144165","Epilepsy, progressive myoclonic, 1b(612437)"
"144245","Long qt syndrome 2(613688)"
"144406","Spermatogenic failure 33(618152)"
"144568","Otitis media, susceptibility to(166760)"
"144811","Juvenile arthritis(618795)"
"145173","Plus syndrome(261540)"
"145226","Leber congenital amaurosis 13(612712)"
"145258","Short stature, auditory canal atresia, mandibular hypoplasia, and skeletal abnormalities(602471)"
"1453","Advanced sleep phase syndrome, familial, 2(615224)"
"145624","Willi syndrome(176270)"
"1457","Chung neurodevelopmental syndrome(617062)"
"145873","Spondylocostal dysostosis 1, autosomal recessive(277300)|Spondylocostal dysostosis 2, autosomal recessive(608681)"
"1460","Bienvenu neurodevelopmental syndrome(618732)"
"146057","Spinocerebellar ataxia 11(604432)"
"146059","Anemia, congenital dyserythropoietic, type ia(224120)"
"146167","Foveal hypoplasia 2(609218)"
"146183","Deafness, autosomal recessive 22(607039)"
"1462","Wagner vitreoretinopathy(143200)"
"146206","Immunodeficiency 58(618131)"
"146227","Spinocerebellar ataxia 31(117210)"
"146754","Spermatogenic failure 45(619094)"
"1468","Mitochondrial dna depletion syndrome 19(618972)"
"146845","Heterotaxy, visceral, 10, autosomal, with male infertility(619607)"
"146862","Cataract 43(616279)|Myofibrillar myopathy 11(619178)"
"147007","Congenital disorder of glycosylation, type iip(616829)"
"1471","Related(105150)|Related, 11(611953)"
"147138","Epidermodysplasia verruciformis, susceptibility to, 2(618231)"
"147183","Woolly hair, autosomal recessive 3(616760)"
"147372","Lymphedema syndrome 1(235510)"
"1474","Ectodermal dysplasia 15, hypohidrotic/hair type(618535)"
"147409","Hypotrichosis 6(607903)"
"147495","Hypotrichosis 1(605389)"
"1475","Peeling skin syndrome 4(607936)"
"1476","Myoclonic epilepsy of unverricht and lundborg(254800)"
"147912","Branchiootorenal syndrome 2(610896)"
"148022","Specific), susceptibility to, 6(614850)"
"1482","Atrial septal defect 7 with or without atrioventricular conduction defects(108900)|Tetralogy of fallot(187500)|Conotruncal heart malformations(217095)|Hypothyroidism, congenital, nongoitrous, 5(225250)|Ventricular septal defect 3(614432)|Hypoplastic left heart syndrome 2(614435)"
"1487","Hirschhorn syndrome(194190)|Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome(617915)"
"148738","Hemochromatosis, type 2a(602390)"
"148789","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 11(615181)"
"149041","Immune dysregulation and systemic hyperinflammation syndrome(618998)"
"1491","Cystathioninuria(219500)"
"149233","Psoriasis 7, susceptibility to(605606)|Inflammatory bowel disease 17(612261)"
"1493","Hashimoto thyroiditis(140300)|Systemic lupus erythematosus(152700)|Type 1 diabetes mellitus 12(601388)|Celiac disease, susceptibility to, 3(609755)|Immune dysregulation with autoimmunity, immunodeficiency, and lymphoproliferation(616100)"
"149371","Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy(619076)"
"149461","Hypomagnesemia 5, renal, with or without ocular involvement(248190)"
"1495","Macular dystrophy, patterned, 2(608970)"
"1496","Cortical dysplasia, complex, with other brain malformations 9(618174)"
"1497","Cystinosis, adult nonnephropathic(219750)|Cystinosis, nephropathic(219800)|Onset juvenile or adolescent nephropathic type(219900)"
"149775","Pseudohypoparathyroidism, type ib(603233)"
"1499","Colorectal cancer(114500)|Hepatocellular carcinoma(114550)|Pilomatrixoma(132600)|Medulloblastoma(155255)|Ovarian cancer(167000)|Neurodevelopmental disorder with spastic diplegia and visual defects(615075)|Exudative vitreoretinopathy 7(617572)"
"1500","Blepharocheilodontic syndrome 2(617681)"
"150094","Developmental and epileptic encephalopathy 30(616341)"
